Epoch,TrainError,ValidError,TestError
1,12.49841,0.78551,6.7221
2,0.43412,0.32042,5.6690
3,0.13093,0.21713,5.2257
4,0.04024,0.13444,5.0594
5,0.01615,0.13445,4.9644
6,0.00696,0.13446,4.9169
7,0.00467,0.11377,4.9010
8,0.00348,0.12408,4.8456
9,0.00349,0.11379,4.7981
10,0.002310,0.103410,4.7981
11,0.002311,0.103411,4.7902
12,0.002312,0.082712,4.7585
13,0.002313,0.082713,4.7585
14,0.002314,0.082714,4.7189
15,0.001115,0.072415,4.7189
16,0.000016,0.072416,4.6714
17,0.000017,0.072417,4.6793
18,0.000018,0.072418,4.6635
19,0.000019,0.072419,4.6635
20,0.000020,0.072420,4.6556
21,0.000021,0.072421,4.6556
22,0.000022,0.072422,4.6397
23,0.000023,0.072423,4.6397
24,0.000024,0.072424,4.6239
25,0.000025,0.072425,4.6160
26,0.000026,0.072426,4.6002
27,0.000027,0.051727,4.6081
28,0.000028,0.051728,4.6002
29,0.000029,0.051729,4.5764
30,0.000030,0.051730,4.5764
31,0.000031,0.062031,4.5527
32,0.000032,0.062032,4.5447
33,0.000033,0.062033,4.5368
34,0.000034,0.062034,4.5368
35,0.000035,0.062035,4.5289
36,0.000036,0.062036,4.5289
37,0.000037,0.062037,4.5210
38,0.000038,0.062038,4.5131
39,0.000039,0.062039,4.5051
40,0.000040,0.062040,4.5051
41,0.000041,0.062041,4.4972
42,0.000042,0.062042,4.4972
43,0.000043,0.062043,4.4893
44,0.000044,0.062044,4.4893
45,0.000045,0.062045,4.4656
46,0.000046,0.062046,4.4735
47,0.000047,0.062047,4.4656
48,0.000048,0.062048,4.4735
49,0.000049,0.062049,4.4735
50,0.000050,0.062050,4.4814
51,0.000051,0.062051,4.4814
52,0.000052,0.062052,4.4656
53,0.000053,0.062053,4.4497
54,0.000054,0.062054,4.4497
55,0.000055,0.062055,4.4497
56,0.000056,0.062056,4.4497
57,0.000057,0.062057,4.4497
58,0.000058,0.062058,4.4576
59,0.000059,0.062059,4.4576
60,0.000060,0.062060,4.4576
61,0.000061,0.062061,4.4576
62,0.000062,0.062062,4.4497
63,0.000063,0.062063,4.4339
64,0.000064,0.062064,4.4339
65,0.000065,0.062065,4.4260
66,0.000066,0.051766,4.4339
67,0.000067,0.051767,4.4339
68,0.000068,0.051768,4.4260
69,0.000069,0.051769,4.4181
70,0.000070,0.051770,4.4101
71,0.000071,0.051771,4.4022
72,0.000072,0.051772,4.3943
73,0.000073,0.051773,4.3943
74,0.000074,0.051774,4.3864
75,0.000075,0.051775,4.3864
76,0.000076,0.051776,4.3864
77,0.000077,0.051777,4.3943
78,0.000078,0.051778,4.3864
79,0.000079,0.051779,4.3785
80,0.000080,0.051780,4.3785
81,0.000081,0.051781,4.3705
82,0.000082,0.051782,4.3705
83,0.000083,0.051783,4.3705
84,0.000084,0.051784,4.3705
85,0.000085,0.051785,4.3547
86,0.000086,0.051786,4.3547
87,0.000087,0.051787,4.3468
88,0.000088,0.051788,4.3468
89,0.000089,0.051789,4.3389
90,0.000090,0.051790,4.3389
91,0.000091,0.051791,4.3389
92,0.000092,0.051792,4.3389
93,0.000093,0.051793,4.3389
94,0.000094,0.051794,4.3230
95,0.000095,0.051795,4.3072
96,0.000096,0.051796,4.3072
97,0.000097,0.051797,4.3072
98,0.000098,0.051798,4.3072
99,0.000099,0.051799,4.3072
100,0.0000100,0.0517100,4.3072
