Epoch,TrainError,ValidError,TestError
1,35.13941,5.30611,11.5677
2,3.74062,1.70922,7.0150
3,0.99183,0.96943,6.1283
4,0.39674,0.76534,5.6770
5,0.18425,0.61225,5.4157
6,0.07376,0.53576,5.1940
7,0.03977,0.51027,5.1069
8,0.03128,0.53578,5.0198
9,0.02559,0.48479,4.9881
10,0.019810,0.484710,4.8773
11,0.008511,0.459211,4.8773
12,0.002812,0.433712,4.7823
13,0.000013,0.382713,4.7348
14,0.000014,0.357114,4.6714
15,0.000015,0.357115,4.6318
16,0.000016,0.357116,4.5843
17,0.000017,0.357117,4.5685
18,0.000018,0.357118,4.5843
19,0.000019,0.331619,4.5685
20,0.000020,0.331620,4.5685
21,0.000021,0.331621,4.5606
22,0.000022,0.331622,4.5447
23,0.000023,0.331623,4.5527
24,0.000024,0.331624,4.5289
25,0.000025,0.306125,4.5368
26,0.000026,0.306126,4.5368
27,0.000027,0.306127,4.5210
28,0.000028,0.306128,4.5051
29,0.000029,0.306129,4.5051
30,0.000030,0.306130,4.4893
31,0.000031,0.306131,4.4814
32,0.000032,0.306132,4.4893
33,0.000033,0.306133,4.4893
34,0.000034,0.306134,4.4814
35,0.000035,0.306135,4.4814
36,0.000036,0.306136,4.4735
37,0.000037,0.306137,4.4735
38,0.000038,0.306138,4.4497
39,0.000039,0.306139,4.4576
40,0.000040,0.306140,4.4576
41,0.000041,0.306141,4.4418
42,0.000042,0.306142,4.4497
43,0.000043,0.306143,4.4497
44,0.000044,0.306144,4.4576
45,0.000045,0.306145,4.4576
46,0.000046,0.306146,4.4576
47,0.000047,0.306147,4.4497
48,0.000048,0.306148,4.4497
49,0.000049,0.306149,4.4497
50,0.000050,0.306150,4.4497
51,0.000051,0.306151,4.4497
52,0.000052,0.306152,4.4576
53,0.000053,0.306153,4.4497
54,0.000054,0.306154,4.4497
55,0.000055,0.306155,4.4497
56,0.000056,0.306156,4.4497
57,0.000057,0.306157,4.4576
58,0.000058,0.306158,4.4576
59,0.000059,0.306159,4.4497
60,0.000060,0.306160,4.4260
61,0.000061,0.306161,4.4022
62,0.000062,0.306162,4.4022
63,0.000063,0.306163,4.3943
64,0.000064,0.306164,4.3864
65,0.000065,0.306165,4.3785
66,0.000066,0.306166,4.3705
67,0.000067,0.306167,4.3705
68,0.000068,0.306168,4.3705
69,0.000069,0.306169,4.3705
70,0.000070,0.306170,4.3626
71,0.000071,0.306171,4.3626
72,0.000072,0.306172,4.3468
73,0.000073,0.306173,4.3547
74,0.000074,0.306174,4.3547
75,0.000075,0.306175,4.3547
76,0.000076,0.306176,4.3626
77,0.000077,0.306177,4.3626
78,0.000078,0.306178,4.3547
79,0.000079,0.306179,4.3626
80,0.000080,0.306180,4.3626
81,0.000081,0.306181,4.3626
82,0.000082,0.306182,4.3626
83,0.000083,0.306183,4.3626
84,0.000084,0.306184,4.3626
85,0.000085,0.306185,4.3626
86,0.000086,0.306186,4.3547
87,0.000087,0.306187,4.3468
88,0.000088,0.306188,4.3468
89,0.000089,0.306189,4.3310
90,0.000090,0.306190,4.3310
91,0.000091,0.306191,4.3389
92,0.000092,0.306192,4.3310
93,0.000093,0.306193,4.3230
94,0.000094,0.306194,4.3230
95,0.000095,0.306195,4.3230
96,0.000096,0.306196,4.3151
97,0.000097,0.306197,4.3072
98,0.000098,0.306198,4.2993
99,0.000099,0.306199,4.2993
100,0.0000100,0.3061100,4.2993
