Epoch,TrainError,ValidError,TestError
79,0.000079,0.892979,9.4695
80,0.000080,0.892980,9.4774
81,0.000081,0.892981,9.4854
82,0.000082,0.892982,9.5012
83,0.000083,0.892983,9.4854
84,0.000084,0.892984,9.5012
85,0.000085,0.892985,9.5091
86,0.000086,0.892986,9.5012
87,0.000087,0.892987,9.5170
88,0.000088,0.892988,9.5249
89,0.000089,0.892989,9.5249
90,0.000090,0.892990,9.5170
91,0.000091,0.892991,9.5170
92,0.000092,0.892992,9.5091
93,0.000093,0.918493,9.5012
94,0.000094,0.918494,9.5091
95,0.000095,0.918495,9.5170
96,0.000096,0.892996,9.5329
97,0.000097,0.918497,9.5170
98,0.000098,0.892998,9.5329
99,0.000099,0.918499,9.5249
100,0.0000100,0.9184100,9.5249
101,0.0000101,0.9184101,9.5329
102,0.0000102,0.9184102,9.5329
103,0.0000103,0.9184103,9.5329
104,0.0000104,0.9184104,9.5249
105,0.0000105,0.9184105,9.5329
106,0.0000106,0.9184106,9.5329
107,0.0000107,0.9184107,9.5170
108,0.0000108,0.9184108,9.5249
109,0.0000109,0.9184109,9.5170
110,0.0000110,0.9184110,9.5249
111,0.0000111,0.9184111,9.5249
112,0.0000112,0.9184112,9.5249
113,0.0000113,0.9184113,9.5170
114,0.0000114,0.9184114,9.5170
115,0.0000115,0.9184115,9.5170
116,0.0000116,0.9184116,9.5170
117,0.0000117,0.9184117,9.5170
118,0.0000118,0.9184118,9.5249
119,0.0000119,0.9184119,9.5329
120,0.0000120,0.9184120,9.5329
121,0.0000121,0.9184121,9.5329
122,0.0000122,0.9184122,9.5249
123,0.0000123,0.9184123,9.5408
124,0.0000124,0.9184124,9.5408
125,0.0000125,0.9184125,9.5408
126,0.0000126,0.9184126,9.5408
127,0.0000127,0.9184127,9.5408
128,0.0000128,0.9184128,9.5487
129,0.0000129,0.9184129,9.5408
130,0.0000130,0.9184130,9.5487
131,0.0000131,0.9184131,9.5566
132,0.0000132,0.9184132,9.5408
133,0.0000133,0.9184133,9.5487
134,0.0000134,0.9184134,9.5487
135,0.0000135,0.9439135,9.5487
136,0.0000136,0.9439136,9.5487
137,0.0000137,0.9184137,9.5487
138,0.0000138,0.9439138,9.5487
139,0.0000139,0.9439139,9.5487
140,0.0000140,0.9439140,9.5566
141,0.0000141,0.9439141,9.5487
142,0.0000142,0.9439142,9.5408
143,0.0000143,0.9439143,9.5487
144,0.0000144,0.9439144,9.5408
145,0.0000145,0.9439145,9.5566
146,0.0000146,0.9439146,9.5487
147,0.0000147,0.9439147,9.5566
148,0.0000148,0.9439148,9.5645
149,0.0000149,0.9439149,9.5566
150,0.0000150,0.9439150,9.5645
151,0.0000151,0.9439151,9.5645
152,0.0000152,0.9439152,9.5645
153,0.0000153,0.9439153,9.5645
154,0.0000154,0.9439154,9.5804
155,0.0000155,0.9439155,9.5724
156,0.0000156,0.9439156,9.5962
157,0.0000157,0.9439157,9.5883
158,0.0000158,0.9439158,9.5883
159,0.0000159,0.9439159,9.5962
160,0.0000160,0.9439160,9.5962
161,0.0000161,0.9439161,9.5962
162,0.0000162,0.9439162,9.5962
163,0.0000163,0.9184163,9.5962
164,0.0000164,0.9439164,9.5962
165,0.0000165,0.9184165,9.5962
166,0.0000166,0.9184166,9.5962
167,0.0000167,0.9184167,9.5962
168,0.0000168,0.9184168,9.5962
169,0.0000169,0.9184169,9.5962
170,0.0000170,0.9184170,9.6041
171,0.0000171,0.9184171,9.5962
172,0.0000172,0.9184172,9.5962
173,0.0000173,0.9184173,9.6041
174,0.0000174,0.9184174,9.6041
175,0.0000175,0.9184175,9.5962
176,0.0000176,0.9184176,9.6041
177,0.0000177,0.9184177,9.6041
178,0.0000178,0.9184178,9.5883
179,0.0000179,0.9184179,9.5962
180,0.0000180,0.9184180,9.5962
181,0.0000181,0.9184181,9.5962
182,0.0000182,0.9184182,9.5962
183,0.0000183,0.9184183,9.5962
184,0.0000184,0.9184184,9.6041
185,0.0000185,0.9184185,9.6041
186,0.0000186,0.9184186,9.6041
187,0.0000187,0.9184187,9.6041
188,0.0000188,0.9184188,9.5962
189,0.0000189,0.9184189,9.5962
190,0.0000190,0.9184190,9.5962
191,0.0000191,0.9184191,9.5883
192,0.0000192,0.9184192,9.5883
193,0.0000193,0.9184193,9.5883
194,0.0000194,0.9184194,9.5962
195,0.0000195,0.9184195,9.5962
196,0.0000196,0.9184196,9.5962
197,0.0000197,0.9184197,9.5962
198,0.0000198,0.9184198,9.5962
199,0.0000199,0.9184199,9.5962
200,0.0000200,0.9184200,9.5962
