Epoch,TrainError,ValidError,TestError
1,78.35521,38.41841,44.7268
2,29.72402,7.09182,13.3492
3,13.59953,2.62763,8.3848
4,7.59184,1.50514,6.6112
5,4.95645,0.99495,5.9937
6,3.79176,0.91846,5.9303
7,3.05777,0.66337,5.2969
8,2.57888,0.63788,5.1227
9,2.18499,0.48479,4.7189
10,1.876010,0.459210,5.3286
11,1.555811,0.484711,4.6397
12,1.414112,0.382712,4.4656
13,1.524613,0.408213,4.5131
14,1.212914,0.433714,4.1964
15,1.130715,0.357115,4.3705
16,1.085416,0.280616,4.2439
17,0.949317,0.331617,4.2043
18,0.802018,0.280618,4.1568
19,0.833119,0.306119,3.7134
20,0.782120,0.306120,3.8005
21,0.974821,0.255121,4.0143
22,0.694322,0.306122,3.9747
23,0.688623,0.229623,3.8717
24,0.555424,0.204124,3.9588
25,0.600825,0.280625,3.5550
26,0.612126,0.255126,3.6896
27,0.473227,0.255127,3.6975
28,0.498828,0.204128,3.7055
29,0.459129,0.255129,3.8876
30,0.478930,0.229630,3.8401
31,0.504431,0.255131,3.9747
32,0.484632,0.255132,3.5867
33,0.385433,0.280633,3.6421
34,0.433634,0.229634,3.4759
35,0.331635,0.255135,3.4204
36,0.940836,0.229636,3.7055
37,0.444937,0.255137,3.6975
38,0.836038,0.280638,3.5709
39,0.521439,0.255139,3.7846
40,0.490340,0.280640,3.5471
41,0.385441,0.255141,3.3492
42,0.359942,0.280642,3.4600
43,0.416643,0.204143,3.4046
44,0.314644,0.306144,3.3967
45,0.337245,0.204145,3.6025
46,0.399646,0.306146,3.6975
47,0.272047,0.204147,3.4442
48,0.889848,0.255148,3.5234
49,0.521449,0.280649,3.3571
50,0.374150,0.178650,3.2621
51,0.320251,0.229651,3.2621
52,0.320252,0.204152,3.1591
53,0.311753,0.153153,3.1037
54,0.362754,0.153154,2.9691
55,0.368455,0.204155,3.1829
56,0.229556,0.229656,3.2858
57,0.249457,0.204157,3.1512
58,0.243758,0.178658,3.2146
59,0.365659,0.229659,3.0245
60,0.269260,0.153160,3.2621
61,0.331661,0.178661,3.0325
62,0.232462,0.178662,3.2383
63,0.192763,0.204163,2.9612
64,0.218264,0.229664,3.3650
65,0.215465,0.229665,3.2621
66,0.161566,0.153166,2.7791
67,0.178567,0.178667,3.0245
68,0.187068,0.178668,3.1671
69,0.175769,0.153169,3.2542
70,0.184270,0.153170,2.9850
71,0.218271,0.178671,3.3967
72,0.263572,0.178672,3.2146
73,0.187073,0.204173,2.9770
74,0.155974,0.178674,3.3096
75,0.184275,0.153175,2.9929
76,0.172976,0.153176,2.8187
77,0.158777,0.178677,3.2700
78,0.189978,0.153178,3.1037
79,0.164479,0.153179,2.9216
80,0.136080,0.178680,2.9375
81,0.150281,0.178681,2.9137
82,0.133282,0.153182,2.8187
83,0.323183,0.153183,2.9612
84,0.277784,0.204184,2.8899
85,0.223985,0.153185,3.0562
86,0.342986,0.153186,2.7316
87,0.189987,0.178687,3.0166
88,0.167288,0.204188,3.0483
89,0.187089,0.102089,2.9454
90,0.155990,0.127690,3.0404
91,0.158791,0.153191,3.1433
92,0.119092,0.178692,3.1275
93,0.150293,0.178693,2.9929
94,0.144594,0.178694,3.2779
95,0.102095,0.153195,3.0800
96,0.116296,0.127696,3.3175
97,0.155997,0.153197,3.1908
98,0.113498,0.153198,3.1196
99,0.187099,0.153199,2.9533
100,0.1304100,0.1276100,3.1116
101,0.1757101,0.1531101,3.0166
102,0.1190102,0.1531102,3.0404
103,0.0964103,0.1276103,3.0166
104,0.1275104,0.1276104,3.0008
105,0.1304105,0.1531105,2.8583
106,0.1445106,0.1531106,3.2067
107,0.1927107,0.2041107,2.8424
108,0.1615108,0.1786108,3.0483
109,0.1389109,0.1786109,3.1037
110,0.1190110,0.2041110,3.0800
111,0.1134111,0.1531111,3.3413
112,0.1105112,0.2041112,3.0404
113,0.1020113,0.1276113,2.8741
114,0.1134114,0.1276114,2.7316
115,0.1049115,0.2041115,2.8345
116,0.1275116,0.1786116,2.7553
117,0.0935117,0.1531117,2.9533
118,0.1049118,0.1276118,2.8899
119,0.1190119,0.2041119,2.7474
120,0.0850120,0.2041120,2.8662
121,0.1417121,0.1531121,2.7553
122,0.0935122,0.1531122,3.1037
123,0.1360123,0.1531123,2.9850
124,0.0765124,0.1276124,2.8979
125,0.0850125,0.1276125,2.6920
126,0.0595126,0.1276126,2.6999
127,0.0680127,0.1786127,2.7870
128,0.0595128,0.1786128,2.9137
129,0.0935129,0.1276129,2.8583
130,0.1247130,0.1786130,3.0087
131,0.0907131,0.1531131,2.6920
132,0.0765132,0.1786132,2.9770
133,0.1162133,0.1531133,2.8345
134,0.1332134,0.1531134,2.8662
135,0.0793135,0.1786135,2.8979
136,0.0765136,0.1786136,2.7395
137,0.0538137,0.1786137,2.6841
138,0.1162138,0.1531138,2.5257
139,0.0822139,0.1786139,2.7633
140,0.0992140,0.1276140,2.8424
141,0.0737141,0.2041141,2.7237
142,0.0822142,0.1531142,2.8662
143,0.0708143,0.1531143,2.7158
144,0.0964144,0.1531144,2.8029
145,0.0907145,0.1531145,3.0562
146,0.1020146,0.1020146,2.9533
147,0.1105147,0.1276147,3.1433
148,0.1190148,0.1020148,3.1037
149,0.0623149,0.1276149,2.8741
150,0.1020150,0.1531150,2.7870
